Date,Rating,Title,Review
"November 18, 2019",1,Terrible customer service and confusing website,"This company has terrible customer service.  They are sneaky with their wording so that they can sound professional and like they are trying to help but they aren't.  I had to pay an additional $30 to return my parcels because they did not send me enough postage.  I spoke with a customer service representative, named Danielle, for about 45 minutes through chat and she ended the chat without giving me any sort of alternative solution.  I tried to rejoin the chat, hoping to speak to someone else and it took about another 15 minutes before some one would chat with me. I then chatted with the second representative Amie for almost 40 minutes.  She was a little nicer, but still unhelpful and again ended the chat on me.  They just kept restating that they could not help me."
"November 18, 2019",5,Never had a problem until today and it…,Never had a problem until today and it was resolved quickly and easily. Very happy with the outcome.
"November 18, 2019",5,The second person I spoke with today I…,The second person I spoke with today I think it it started with a K.   I forgot to print the transcript. But she was excellent she is the one that went above and beyond to contact FedEx etc. She did everything.   However the first girl Ravika was horrible. She wanted me to wait a couple of days.  The girl who got everything done and organized was the best. She contacted FedEx and everything because FedEx wanted to get ahold of you. The number they had for shipping just kept ringing. Get rid of Ravika. Horrible.   Thanks to the second person for all her accomplished efforts and patience.
"November 18, 2019",4,Lianne was very helpful,"Lianne was very helpful, but another Customer Service rep is the reason I will never shop at ASOS again.I reached out because I did not receive an order confirmation email but the order was processed and posted on my credit card statement. When I initially reached out, the first representative I spoke to named Grant, told me the order had never been processed because my card declined the payment. I told him I was looking at my card statement and was seeing it as having been processed and posted. He told me I would need to reach out to American Express and take it up with them and disconnected the chat before I would share confirmation from Amex that I had been charged the close to $200 for the order. I connected to another rep, Lianne and she was far more helpful. I explained the situation, shared the Amex provided statement with her and she actually asked for some additional info including my address, full name and birthdate. She then escalated to the correct team that can further assist me. I appreciate her help, but this will likely be the first and last time I purchase from ASOS because this experience was pretty horrible."
"November 18, 2019",5,Missing items,She solved this problem as soon as possible.
"November 18, 2019",5,Great customer service,Joseph gave clear and concise information to assist with non delivery of parcel. Professional and polite
"November 18, 2019",5,Excellent customer service,"Excellent customer service, issue resolved quickly"
"November 18, 2019",5,Kris was great and while he wasn't able…,Kris was great and while he wasn't able to fix the issue he was able to provide me with an alternative while the error on my account was being looked into - Many thanks
"November 18, 2019",5,Great Customer Service,The representative communicated clearly and addressed my issue/concern in an expedient and concise manner.
"November 18, 2019",1,NOOooooo,"1. The student code doesn't work.2. The selection of ""range"" doesn't work. Even if you select exclusively ""main collection"", there are a lot of ""curves"" or ""plus"" showing in the search page. Calling morbidly obese people ""curve"" promotes unhealthy lifestyle. No that's FAR MORE than curvy. ASOS is such a company: Wherever there's a market, you just can't resist making bloody money even though it will promote dangerous lifestyle.3. The Demonstration Videos are annoying and has nauseating effects!!!!! The camera moves too as the models moves."
"November 18, 2019",2,No communication re returns after…,No communication re returns after glitch on system. Would expect atleast an email to affected customers.No first point resolution either through the chat.Disappointed really
